"b""My colleague @MSchochSpana led an important project to address the behavioral/social aspects of #covid19 vaccine development uptake. We need to address these now so that we don't find ourselves with a vaccine that won't be accepted. https://t.co/HOP1DNnXxn""",112311,4,JHSPH_CHS,2020-07-10 16:19:48,0,['covid19']
"New from the Working Group on Readying Populations for a #COVID19 Vaccine, ""The Public’s Role in COVID-19 Vaccination: Planning Recommendations Informed by Design Thinking and the Social, Behavioral, and Communication Sciences."" Read the full report here: https://t.co/zdJqxtjTcU https://t.co/DhZ3n96Pyp",112311,24,JHSPH_CHS,2020-07-09 13:37:38,54,['COVID19']
b'A THREAD ON TESTING: I am deeply worried about the serious testing delays and bottlenecks being reported throughout the US.  It will only get worse when flu season starts. https://t.co/NrP1dbbw0P',112311,410,JHSPH_CHS,2020-07-09 01:54:37,0,[]
"b""Colleges and universities have many factors to consider as they develop plans for how?and when?to reopen. A toolkit from @JHSPH_CHS aims to help administrators formulate those plans.  @C_R_Watson and @LuciaMullen17 discuss on today's @PublicHealthPod.  ? https://t.co/wEX6EcM80J https://t.co/3xxYHqC6G1""",112311,21,JHSPH_CHS,2020-07-09 01:53:34,0,[]
"b'Parents need to understand risks for children, risks for themselves, risks for teachers. Ultimately parents will have to accept at least some level of risk to send kids to school. Its not going to be possible to eliminate all risks. Important to be clear+direct about it.19/x'",112311,24,JHSPH_CHS,2020-07-07 23:59:28,0,[]
"What can #Ebola teach us about fighting #COVID19? Read data-driven analysis on best practices in #PandemicPreparedness, #stunting, #U5M, #vaccine delivery, and #CHWs on the new #Exemplars in Global Health initiative at https://t.co/Nls1UUnwCY",112311,7,JHSPH_CHS,2020-07-07 19:45:00,6,"['Ebola', 'COVID19', 'PandemicPreparedness', 'stunting', 'U5M', 'vaccine', 'CHWs', 'Exemplars']"
"""Americans take for granted the elaborate, highly detailed weather information they can easily access.""  We need a National Disease Forecasting Center - think National Weather Service, but for infectious disease. @cmyeaton &amp; @dylanbgeorge explain:   https://t.co/V8xlk9imZG",112311,26,JHSPH_CHS,2020-07-06 12:49:00,52,[]
b'Apparently some are still trying to dismiss growth in cases as artifact of increased testing. It?s not true. When positivity is surging it signals that increase in infection is outpacing increase in tests. https://t.co/CQgF11c41j',112311,278,JHSPH_CHS,2020-07-06 00:46:55,0,[]
b'Back in March we proposed our outbreak be managed by driving down transmission through stay at home policies while scaling up test trace isolate infrastructure until a handoff could be made. https://t.co/ESW3mZue22',112311,85,JHSPH_CHS,2020-07-06 00:46:26,0,[]
"b'Countries that have done best in controlling COVID have had close partnership between political and scientific leaders. Understanding how this virus is spreading, and taking the right actions to stop it is the key to getting it under control, to reopening, to economic recovery'",112311,49,JHSPH_CHS,2020-07-04 14:43:47,0,[]
b'Do Americans want their political leaders to block them from hearing from top scientists in a time of national pandemic crisis? Dr Fauci hasn?t been on TV in 3 wks during worst period of Covid in US. Let your top scientists communicate and guide the public https://t.co/D2A8nxmjY4',112311,1252,JHSPH_CHS,2020-07-04 14:39:21,0,[]
"b'The job of leaders is to help people and communities to navigate through tough times with policy, clear communication, and by example. It?s not right to pretend there are no tough times. It?s a pandemic.'",112311,216,JHSPH_CHS,2020-07-04 14:39:16,0,[]
"When addressing #COVID19 and other serious health challenges, countries can learn from their peers who have faced the same challenges in similar political and economic environments. @exemplarshealth is a new platform for national peer-to-peer learning #Exemplars",112311,9,JHSPH_CHS,2020-07-03 19:11:00,18,"['COVID19', 'Exemplars']"
b'How are states looking at data to inform school and office reopenings? And how powerful is social media during the #COVID19 pandemic?  @T_Inglesby discussed with @BloombergDotOrg public health program lead @DrKellyHenning.  Listen in: https://t.co/uWjQnWCcCo https://t.co/CFmqxOpYEF',112311,18,JHSPH_CHS,2020-07-02 17:37:54,0,[]
"We have a long way to go &amp; a lot of hard work ahead of us but we can &amp; will bring this pandemic under control.   Wear your mask, keep physical distance, wash your hands &amp; stay home when you are sick. We are all in this together, even if we are 6 ft apart.  https://t.co/qYBat6aefy",112311,11,JHSPH_CHS,2020-07-02 17:11:30,28,[]
"Today our #COVID19 situation report looks at the past 6 months of the pandemic w a timeline of select events.   The pandemic is far from over, but we are gaining experience and tools on a daily basis to improve our ability to combat it.  Read &amp; sign up:  https://t.co/LuFm5f77cF https://t.co/34xkYh5fKu",112311,13,JHSPH_CHS,2020-07-02 17:06:35,12,['COVID19']
"b'Should you go to the beach? @AmeshAA of @JHSPH_CHS: Any activity can be more or less risky depending on how you act. Stay 6 feet away from other people. Wash your hands a lot and stay away from dense areas. ... Remember, this virus is with us in any activity that we do.'",112311,6,JHSPH_CHS,2020-07-02 16:55:22,0,[]
Have questions for our Sr. Scholar @cmyeaton join her tomorrow for a Twitter chat! https://t.co/tQqpehkflW,112311,5,JHSPH_CHS,2020-07-02 15:45:08,10,[]
b'Pandemic #covid19 has highlighted previously unrecognized fault lines. Performance of existing frameworks likely influenced by out-sized effect of poorer than expected response by US and UK. We need to understand why these countries did not mobilize the resources they have. https://t.co/tAGvz16JM4',112311,16,JHSPH_CHS,2020-07-02 15:44:03,0,['covid19']
"We're working w/ partners @MakSPH @LSHTM @ResolveTSL @OurWorldInData and others for #Exemplars in Global Health, a new #PandemicPreparedness &amp; global health initiative to share lessons from #COVID19 and other epidemics. Learn more at https://t.co/Nls1UUnwCY  @exemplarshealth",112311,10,JHSPH_CHS,2020-07-02 12:02:00,16,"['Exemplars', 'PandemicPreparedness', 'COVID19']"
"""Deciding whether to reopen schools is not only a question of benefits versus risks, but also a matter of priorities."" a new @nytimes op-ed by @JenniferNuzzo @drJoshS   Focus on Opening Schools, Not Bars: https://t.co/0WbeH0L8QB",112311,12,JHSPH_CHS,2020-07-01 17:52:47,19,[]
b'It was great to work with Gates Ventures and highlight some of our work with local partner @MakSPH @StevenSsendagi1 on documenting the successes of Uganda?s response to the EVD outbreak in neighboring DRC #Exemplars @exemplarshealth @JHSPH_CHS @Outbreaks101 https://t.co/csnfnpQFgn',112311,3,JHSPH_CHS,2020-07-01 13:11:47,0,[]
"b""Had the fun opportunity to be interviewed by @samratner for PRI's @TheWorld, about how biological expertise should not be stovepiped into just health matters or just defense, but needs to be infused in governing. https://t.co/69zF9Wiqhc""",112311,11,JHSPH_CHS,2020-07-01 13:10:18,0,[]
"Preventing Ebola In Uganda - @MakSPH @LuciaMullen17 @Ep1Chrissy @JenniferNuzzo @exemplarshealth  Uganda’s experience proves that as long as the commitment, funding &amp; technical capacity are in place, well-thought-out preparedness &amp; response strategies work. https://t.co/SWFvD2DfZW",112311,7,JHSPH_CHS,2020-06-30 19:00:57,7,[]
"#Exemplars in Global Health shares lessons from countries who have succeeded compared to their peers in addressing some of the world’s greatest health challenges: #stunting, #U5M, #CHWs and #PandemicPreparedness. Learn more at https://t.co/MacNAizQgv @exemplarshealth Take a look! https://t.co/jcBXMIO0Mx",112311,4,JHSPH_CHS,2020-06-30 18:39:53,6,"['Exemplars', 'stunting', 'U5M', 'CHWs', 'PandemicPreparedness']"
"b'""We don\'t want to create the conditions that led to us all having to stay home in the first place,"" said @CMYeaton on this episode of @PublicHealthPod from back in April.  There are still things we can all do to reduce the spread of SARS-nCoV-2.  ? https://t.co/Z8B74gTzUY https://t.co/SgggAS5Ri7'",112311,14,JHSPH_CHS,2020-06-30 14:31:18,0,[]
"A new op-ed in @thehill from @AmandaKobokov &amp; Michael Montague on Gene Drives: Soon we'll be able to engineer the wild, can the policies keep up with the science?  https://t.co/wEpML6xLHT",112311,3,JHSPH_CHS,2020-06-30 14:03:00,16,[]
