You can help slow the spread of #COVID19. Practice #socialdistancing. Keep at least six feet of physical distance between yourself and others. Wear a cloth face covering when in public. More tips at https://t.co/tt49zOEC8N. https://t.co/mhnaW3S4YW,2945454,111,CDCgov,2020-07-12 16:27:00,159,"['COVID19', 'socialdistancing']"
Public Health Professionals: Need #COVID19 resources for sharing? Check out CDC’s One-Stop Shop for COVID-19 Resources that range from youth sports to travel: https://t.co/EpQe5KaDvq https://t.co/1NEyZyZBle,2945454,55,CDCgov,2020-07-11 19:56:01,126,['COVID19']
"Contact tracing is essential to slowing the spread of #COVID19. If you have COVID-19, public health workers won’t reveal your identity to your close contacts, even if they ask. Help #SlowTheSpread of COVID-19: https://t.co/98jmUt3IGq. https://t.co/YD5y23vs6B",2945454,170,CDCgov,2020-07-11 19:05:02,315,"['COVID19', 'SlowTheSpread']"
Grieving the loss of a loved one while limiting social interaction is particularly difficult. Find ways to care for yourself and cope with stress while dealing with grief: https://t.co/YlJVVQqC9E. #COVID19 #grief https://t.co/E459ANulmJ,2945454,91,CDCgov,2020-07-11 15:50:02,208,"['COVID19', 'grief']"
b'Visit the CDC website for important information on how to stay safe from severe weather. https://t.co/XRMrDOnHbI https://t.co/uTS6GKM96Q',2945454,37,CDCgov,2020-07-11 15:03:13,0,[]
"b'Latest @CDCMMWR, identifies trends in older adult falls (adults age 65 and older). Learn how health care providers can reduce the risk of falls in older adults: https://t.co/luLP1uGrlX #STEADI https://t.co/nw3wJBC0kK'",2945454,29,CDCgov,2020-07-11 14:15:02,0,[]
"b'Have plans this weekend? If you will be around others, stay at least 6 ft apart &amp; wear a cloth face covering to slow the spread of #COVID19. More from @CDCgov: https://t.co/GObAkfrEZN https://t.co/biOLSmgVP0'",2945454,194,CDCgov,2020-07-10 22:50:02,0,[]
b'.@CDCgov  just made the National Report on Human Exposure to Environmental Chemicals even better! Now you can interact with the data on the CDC Tracking Network. Visit: https://t.co/dBmLcFhS9D @CDC_EPHTracking #LabScience https://t.co/edA7GhWlE0',2945454,26,CDCgov,2020-07-10 22:30:13,0,[]
"b'Are you concerned about possible #COVID19 symptoms and/or exposure? Check out the @apple screening tool developed w/ @WhiteHouse, @CDCgov &amp; @fema to determine the steps you should take, including testing: https://t.co/CTkY2fptX7.'",2945454,65,CDCgov,2020-07-10 22:15:02,0,['COVID19']
"b'If you employ waste collectors or recyclers, you should have a #COVID19 health and safety plan to protect employees. CDC information to help you maintain a healthy work environment:  https://t.co/2TCOTzb8vl https://t.co/Lvt7LRhWXW'",2945454,23,CDCgov,2020-07-10 22:05:03,0,['COVID19']
"b""Keep yourself and your loved ones safe! Follow these health and safety tips if you're affected by Tropical Storm #Fay: https://t.co/1h2oxAH5k7 #TropicalStormFay https://t.co/F3uN1id3Sb""",2945454,38,CDCgov,2020-07-10 21:30:05,0,['Fay']
"CDC’s latest #COVIDView report shows that people 65+ continue to experience the highest hospitalization rates of all age groups, with levels higher than end-of-season rates from 4 of the last 5 flu seasons. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/miIkS4FaZp",2945454,93,CDCgov,2020-07-10 21:17:02,119,['COVIDView']
b'Do you have a family member w/ a disability? This tool can help you understand health differences of people w/ &amp; w/o disabilities: https://t.co/1DGuzWIvU2. Understanding these differences is important to furthering access &amp; inclusion for people w/ disabilities. #ADA30 https://t.co/XzfpTXWqYi',2945454,27,CDCgov,2020-07-10 20:00:58,0,[]
b'By building inclusive communities you can make a difference in the lives of individuals with disabilities. Visit our new Inclusive Healthy Communities Model webpages and learn how: https://t.co/RNVOo3xjcY #Inclusion4Health #ADA30 https://t.co/qxStxXXRRJ',2945454,22,CDCgov,2020-07-10 20:00:34,0,[]
"Protect yourself and others from #COVID19 when using public transportation. Practice social distancing, avoid touching surfaces, and practice hand hygiene. Learn more: https://t.co/0vhHD4uFv9. https://t.co/D8YSeE3vXv",2945454,138,CDCgov,2020-07-10 19:43:00,203,['COVID19']
"Wearing a cloth face covering CORRECTLY can help prevent the spread of #COVID19 to others. When you go out on essential trips, follow these “do’s”. If you have a child, remember those under age 2 should not wear a face covering. See https://t.co/lxWMe4NUBD. https://t.co/5F37rjgvK3",2945454,530,CDCgov,2020-07-10 18:30:11,831,['COVID19']
"As of July 6, forecasts suggest 12 states and 1 U.S. territory are likely to report more #COVID19 deaths in the next 4 weeks than previous 4 weeks. Nationally, between 140,000 and 160,000 total deaths are expected by August 1. See state level forecasts: https://t.co/Ft6cgmaMPX. https://t.co/n8iNiNuES6",2945454,230,CDCgov,2020-07-10 17:44:02,253,['COVID19']
New report in @CDCMMWR found higher percentages of people in racial/ethnic minority groups who died of #COVID19 were under 65. Read the report to learn more: https://t.co/vAS50yJWL3. https://t.co/ZgtDP11n3E,2945454,64,CDCgov,2020-07-10 17:09:29,95,['COVID19']
Using your backyard pool? Pool chemicals protect us from germs but can cause injuries if not handled safely. Check out CDC’s pool chemical safety tips: https://t.co/Hb7SWDSxeZ. https://t.co/gvyV9zu4Ad,2945454,44,CDCgov,2020-07-10 16:24:02,80,[]
"As the #AIDS2020Virtual Conference wraps up, you can visit https://t.co/OpdKWuDWVF, the US Government’s Virtual Booth, to learn about federal involvement and initiatives in the effort to #EndHIVEpidemic. The Virtual Booth is free and open to anyone. https://t.co/GRqsYLshsK",2945454,28,CDCgov,2020-07-10 15:51:03,45,"['AIDS2020Virtual', 'EndHIVEpidemic']"
"If you are sick with #COVID19, a public health worker may contact you to check on your health, discuss who you’ve been in contact with, and ask you to stay at home and self-isolate, if you’re not doing so already. Answer the call to #SlowTheSpread. https://t.co/9ZN2zYTaud https://t.co/G86T1djzHO",2945454,230,CDCgov,2020-07-10 15:21:01,361,"['COVID19', 'SlowTheSpread']"
"b'We?ve had to adjust to new ways of doing things - from work to school, travel, socializing, and how we get our routine health checkups and cancer screenings. CDC?s Dr. Lisa Richardson talks about her recent annual wellness visit and mammogram experience: https://t.co/suIWIFGjVa https://t.co/jml1gpn2d9'",2945454,25,CDCgov,2020-07-10 14:54:01,0,[]
b'Understanding the overlapping causes of violence and what works to protect people and communities can help us all better prevent violence in all its forms. Learn more: https://t.co/62A58lGMey #VetoViolence',2945454,23,CDCgov,2020-07-10 14:33:01,0,[]
b'#Summer gardening is a project the whole family can enjoy. #ATSDR has #soilSHOP resources to help families learn how to build a raised bed garden with clean soil to protect health. Learn more: https://t.co/4arINlZ8M4 https://t.co/QUIFcQpaUF',2945454,22,CDCgov,2020-07-10 14:07:03,0,"['Summer', 'ATSDR', 'soilSHOP']"
"b'Travel increases your chances of getting and spreading #COVID19. CDC advises against nonessential international travel. If you must travel, know that some healthcare systems are overwhelmed &amp; adequate medical care may be limited. For more, visit https://t.co/5YgWL4164f. https://t.co/NHPYt1ytub'",2945454,76,CDCgov,2020-07-10 13:48:02,0,['COVID19']
