"b""Believe in yourself - you're more powerful than your tobacco addiction. Speak to Florence, WHO's digital health worker for advice on how to quit tobacco today.    It's time to say #NoTobacco ?  ?https://t.co/vuaYKHBa8z https://t.co/UH7XCKRtt4""",8071452,79,WHO,2020-07-11 22:30:27,0,[]
"b'To beat the #COVID19 pandemic and ensure that essential health services for diseases like #HIV continue; we cannot afford any division.   More than six months into the pandemic, the case for national unity and global solidarity is undeniable. Together!'",8071452,161,WHO,2020-07-11 10:42:56,0,"['COVID19', 'HIV']"
"b'At the same #AIDS conference where Nkosi brought the audience to tears, Nelson Mandela closed by saying:   ?This is, as I understand it, a gathering of human beings concerned about turning around one of the greatest threats humankind has faced.?'",8071452,70,WHO,2020-07-11 10:42:52,0,['AIDS']
"b'We are concerned about the impact of #COVID19 on the #HIV response. 73 countries reported that they are at risk of stock-outs of antiretrovirals (ARVs).  To mitigate the impact on treatment access, @WHO recommends all countries prescribe ARVs for longer periods of time.'",8071452,53,WHO,2020-07-11 10:42:50,0,"['COVID19', 'HIV']"
"b'20 yrs ago at the Durban Aids conference Nkosi Johnson said: ?Care for us &amp; accept us, we?re all human beings We?re normal We have hands We have feet We can walk, we can talk, we have needs just like everyone else Don?t be afraid of us, we?re all the same? https://t.co/hQOKlq9VFI'",8071452,226,WHO,2020-07-11 10:42:46,0,[]
"Quitting Tobacco is hard, but if you persevere &amp; overcome the 3 challenges to quitting...: • addiction to nicotine • emotional connections • behaviorual &amp; social connections ...you can start leading a healthier life today &amp; reduce your risk of #COVID19  https://t.co/6tndIXdAOY https://t.co/SEscV0Flkw",8071452,58,WHO,2020-07-10 17:27:41,194,['COVID19']
"""Whether it’s #COVID19 or #AntimicrobialResistance, the best shot we have is to work together in national unity and global solidarity""-@DrTedros",8071452,65,WHO,2020-07-10 15:57:48,227,"['COVID19', 'AntimicrobialResistance']"
"""The AMR Action Fund aims to tackle this by strengthening and accelerating the research and development of antibiotics through game-changing investments into biotechnology companies around the world""-@DrTedros #StopDrugResistance  https://t.co/6IEE1ZT3VL",8071452,31,WHO,2020-07-10 15:57:48,111,['StopDrugResistance']
"""Unless we take quick and sustained action, we risk a doomsday global scenario where common injuries and illnesses return to become major killers""-@DrTedros #StopDrugResistance  https://t.co/yDzDG2Xfyn",8071452,41,WHO,2020-07-10 15:57:47,77,['StopDrugResistance']
"""The crisis of growing #antimicrobialresistance is a slow motion tsunami where despite the rise in resistant infections, the research and development of new antibiotics has not caught up""-@DrTedros #StopDrugResistance  https://t.co/JLkGbsoopF",8071452,43,WHO,2020-07-10 15:57:47,102,"['antimicrobialresistance', 'StopDrugResistance']"
"""For all the challenges that #COVID19 has caused, it has also shown the way forward for other challenges that threaten humanity""-@DrTedros #StopDrugResistance  https://t.co/NxXOwGX2lI",8071452,44,WHO,2020-07-10 15:57:46,139,"['COVID19', 'StopDrugResistance']"
"""This will help lay the ground work for the WHO-led international mission into the origins""-@DrTedros #COVID19",8071452,50,WHO,2020-07-10 15:54:06,238,['COVID19']
"""There are many many examples from around the world that have shown that even if the #COVID19 outbreak is very intense, it can still be brought back under control""-@DrTedros",8071452,50,WHO,2020-07-10 15:50:01,151,['COVID19']
"""Only aggressive action combined with national unity and global solidarity can turn the #COVID19 pandemic around""-@DrTedros",8071452,46,WHO,2020-07-10 15:49:24,102,['COVID19']
"""From countries where there is exponential growth, to places that are loosening restrictions and now starting to see cases rise.  We need leadership, community participation and collective solidarity""-@DrTedros #COVID19",8071452,40,WHO,2020-07-10 15:49:08,66,['COVID19']
"""WHO continues to work with partners to ensure that the poorest &amp; most marginalized are prioritized.    That means restarting routine immunization &amp; ensuring that medical supplies reach #healthworkers across the world.  There’s a lot of work still to be done""-@DrTedros #COVID19",8071452,24,WHO,2020-07-10 15:48:15,63,"['healthworkers', 'COVID19']"
"""Other diseases like #measles, #polio and #malaria all thrive when immunization is paused and supply chains for medical supplies are interrupted""-@DrTedros #COVID19",8071452,33,WHO,2020-07-10 15:47:31,92,"['measles', 'polio', 'malaria', 'COVID19']"
"""Across all walks of life, we are all being tested to the limit. For those in poverty, with little or no access to quality health services, it’s not only #COVID19 that threatens lives and livelihoods""-@DrTedros",8071452,28,WHO,2020-07-10 15:47:10,86,['COVID19']
"""Back to #COVID19. Today the world recorded 12 million cases. In the last 6 weeks cases have more than doubled""-@DrTedros",8071452,41,WHO,2020-07-10 15:46:33,73,['COVID19']
"""WHO is in the final stages of adding more partners and encourages pharmaceutical and tech companies to join this initiative, which will help people reduce their risk of #COVID19 and lead healthier lives""-@DrTedros #NoTobacco https://t.co/poGGnqEhMo",8071452,26,WHO,2020-07-10 15:42:35,57,"['COVID19', 'NoTobacco']"
"""Florence was created with technology developed by San Francisco and New Zealand based company Soul Machines, with support from Amazon Web Services and Google Cloud""-@DrTedros #NoTobacco https://t.co/poGGnqEhMo",8071452,23,WHO,2020-07-10 15:42:35,44,['NoTobacco']
"""Florence dispels myths around #COVID19 and tobacco and helps people develop a personalized plan to quit.     Florence is available 24/7 via video stream or text to help people access reliable information""-@DrTedros #NoTobacco https://t.co/poGGnqEhMo https://t.co/FFBy5Mt0MK",8071452,25,WHO,2020-07-10 15:42:34,60,"['COVID19', 'NoTobacco']"
"""The project, is led by WHO, together with the @UN Interagency Task Force on Non-communicable Diseases and brings together tech industry, pharmaceutical, and NGO partners like @PATHtweets and the @CoalitionNcd""-@DrTedros #NoTobacco https://t.co/lCxkczSA4o",8071452,24,WHO,2020-07-10 15:36:23,60,['NoTobacco']
"""Smoking kills 8 million people a year, but if users need more motivation to kick the habit, the pandemic provides the right incentive.    Evidence reveals that smokers are more vulnerable than non-smokers to developing a severe case of #COVID19""-@DrTedros #TobaccoExposed https://t.co/VwsMhsEyF5",8071452,79,WHO,2020-07-10 15:35:11,128,"['COVID19', 'TobaccoExposed']"
"""This initiative will help people freely access the resources they need to quit tobacco, like nicotine replacement therapy and access to a digital health worker for advice""-@DrTedros #NoTobacco https://t.co/6tndIXdAOY",8071452,28,WHO,2020-07-10 15:34:06,61,['NoTobacco']
"""Today, WHO is launching the Access Initiative for Quitting Tobacco, which aims to help the world's 1.3 billion tobacco users quit during the #COVID19 pandemic""-@DrTedros #NoTobacco https://t.co/lCxkczSA4o",8071452,35,WHO,2020-07-10 15:33:32,84,"['COVID19', 'NoTobacco']"
Media briefing on #COVID19 with @DrTedros https://t.co/dOO4ZWqcDl,8071452,448,WHO,2020-07-10 15:31:08,1098,['COVID19']
"b'Behind the Front Lines: human faces of the #COVID19 response.  A series of portraits of women &amp; men of the United Nations family, contributing in their own way to the fight against the #coronavirus.  Luca Fontana is a toxicologist and epidemiologist with @who.   #StrongerUNited https://t.co/Lfr699yOcN'",8071452,59,WHO,2020-07-10 09:39:06,0,['COVID19']
@KeneiKennedy @DrTedros Thanks for flagging @KeneiKennedy. That is not a WHO website. Please check https://t.co/hT3GOB5sZg,8071452,0,WHO,2020-07-10 06:52:48,0,[]
@annenjerianne @DrTedros Hi @annenjerianne. Thank you for your interest. Press conferences are held on Monday &amp; Thursday at 5 PM CEST,8071452,0,WHO,2020-07-10 06:28:49,0,[]
"b'#AntimicrobialResistance is a slow tsunami that threatens to undo a century of medical progress. I was honoured to join the AMR Fund launch today, which will help us strengthen &amp; accelerate antibiotics R&amp;D through investments into biotechnology. https://t.co/RrNQnKKjZy'",8071452,152,WHO,2020-07-10 06:21:25,0,['AntimicrobialResistance']
"b'We are in the midst of the battle of our lives, and we have to do better. Not just now, but for the future. Because these threats will never stop, and in all likelihood they will get worse. Together! #COVID19'",8071452,143,WHO,2020-07-10 06:01:40,0,[]
"b'This is a time for self-reflection, for all of us involved in the #COVID19 response to look in the mirror; to look at the world we live in and to find ways to strengthen our collaboration as we work together to save lives and bring this pandemic under control.'",8071452,89,WHO,2020-07-10 06:01:38,0,['COVID19']
"b'#COVID19 has taken so much from us. Its magnitude has touched virtually everyone in the world and clearly deserves a commensurate evaluation, which is also giving us an opportunity to break with the past and build back better.'",8071452,50,WHO,2020-07-10 06:01:37,0,['COVID19']
"b""Thank you honourable @HelenClarkNZ &amp; @MaEllenSirleaf for accepting to serve as co-chairs of the Independent panel for Pandemic Preparedness &amp; Response. I couldn't imagine two more strong-minded leaders to guide us through this critical learning process from the #COVID19 response.""",8071452,101,WHO,2020-07-10 06:01:34,0,[]
b'Q&amp;A on how #COVID19 is transmitted  ? https://t.co/SD6iSX9Zpq',8071452,138,WHO,2020-07-10 05:55:01,0,['COVID19']
b'Urgent research is needed on: -transmission routes -airborne transmission in the absence of aerosol generating procedures -dose of virus that will result in infection -settings and risk factors for superspreading events -extent of asymptomatic and pre-symptomatic transmission',8071452,255,WHO,2020-07-10 05:54:59,0,[]
"b'While people who never develop #COVID19 symptoms can also pass the virus to others, it is still not clear to what extent this occurs. More research is needed in this area. https://t.co/WHHe4vuyF8'",8071452,173,WHO,2020-07-10 05:54:57,0,['COVID19']
